Emotions,Path
angry,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-01-01-15.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-01-02-15.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-02-01-15.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-05-02-02-02-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-01-01-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-01-02-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-02-01-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-01-02-02-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-01-01-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-01-02-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-02-01-15.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-06-02-02-02-15.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-03-01-02-01-15.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-05-01-01-02-15.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_15/03-01-07-01-01-01-15.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-02-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-01-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-02-02-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-01-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-01-02-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-01-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-02-02-02-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-01-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-01-02-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-01-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-01-02-02-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-01-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-01-02-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-01-16.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-08-02-02-02-16.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-01-16.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-01-02-16.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-01-16.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-01-01-02-02-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-01-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-01-02-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-01-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-01-02-02-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-01-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-01-02-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-01-16.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-02-02-02-02-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-01-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-01-02-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-02-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-01-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-01-02-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-01-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-02-02-02-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-01-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-01-02-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-01-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-01-02-02-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-01-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-01-02-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-01-16.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-04-02-02-02-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-01-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-01-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-02-02-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-01-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-01-02-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-01-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-02-02-02-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-01-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-01-02-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-01-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-01-02-02-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-01-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-01-02-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-01-16.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-06-02-02-02-16.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-03-01-02-01-16.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-05-01-01-02-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_16/03-01-07-01-01-01-16.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-02-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-02-01-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-02-02-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-01-01-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-01-02-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-02-01-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-02-02-02-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-01-01-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-01-02-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-02-01-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-01-02-02-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-01-01-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-01-02-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-02-01-17.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-08-02-02-02-17.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-01-17.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-01-02-17.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-01-17.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-01-01-02-02-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-01-01-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-01-02-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-02-01-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-01-02-02-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-01-01-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-01-02-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-02-01-17.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-02-02-02-02-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-01-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-01-02-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-02-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-01-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-01-02-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-01-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-02-02-02-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-01-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-01-02-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-01-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-01-02-02-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-01-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-01-02-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-01-17.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-04-02-02-02-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-01-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-01-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-02-02-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-01-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-01-02-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-01-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-02-02-02-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-01-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-01-02-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-02-01-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-01-02-02-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-01-01-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-01-02-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-02-01-17.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-06-02-02-02-17.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-03-01-02-01-17.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-05-01-01-02-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_17/03-01-07-01-01-01-17.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-01-02-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-02-01-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-02-02-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-01-01-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-01-02-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-02-01-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-02-02-02-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-01-01-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-01-02-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-02-01-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-01-02-02-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-01-01-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-01-02-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-02-01-18.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-08-02-02-02-18.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-01-01-18.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-01-02-18.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-02-01-18.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-01-01-02-02-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-01-01-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-01-02-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-02-01-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-01-02-02-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-01-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-01-02-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-02-01-18.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-02-02-02-02-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-01-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-01-02-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-02-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-01-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-01-02-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-01-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-02-02-02-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-01-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-01-02-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-01-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-01-02-02-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-01-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-01-02-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-01-18.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-04-02-02-02-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-01-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-01-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-02-02-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-01-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-01-02-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-01-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-02-02-02-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-01-01-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-01-02-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-02-01-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-01-02-02-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-01-01-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-01-02-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-02-01-18.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-06-02-02-02-18.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-03-01-02-01-18.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-05-01-01-02-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_18/03-01-07-01-01-01-18.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-01-02-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-02-01-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-02-02-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-01-01-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-01-02-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-02-01-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-02-02-02-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-01-01-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-01-02-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-02-01-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-01-02-02-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-01-01-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-01-02-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-02-01-19.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-08-02-02-02-19.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-01-19.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-01-02-19.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-01-19.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-01-01-02-02-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-01-01-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-01-02-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-02-01-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-01-02-02-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-01-01-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-01-02-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-02-01-19.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-02-02-02-02-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-01-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-01-02-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-02-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-01-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-01-02-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-01-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-02-02-02-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-01-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-01-02-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-01-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-01-02-02-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-01-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-01-02-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-01-19.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-04-02-02-02-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-01-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-01-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-02-02-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-01-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-01-02-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-01-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-02-02-02-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-01-01-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-01-02-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-02-01-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-01-02-02-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-01-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-01-02-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-02-01-19.wav
fear,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-06-02-02-02-19.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-03-01-02-01-19.wav
angry,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-05-01-01-02-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_19/03-01-07-01-01-01-19.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-01-02-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-01-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-01-02-02-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-01-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-01-02-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-01-20.wav
disgust,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-07-02-02-02-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-01-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-01-02-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-01-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-01-02-02-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-01-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-01-02-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-01-20.wav
surprise,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-08-02-02-02-20.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-01-20.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-01-02-20.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-01-20.wav
neutral,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-01-01-02-02-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-01-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-01-02-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-01-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-01-02-02-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-01-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-01-02-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-01-20.wav
calm,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-02-02-02-02-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-01-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-01-02-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-01-02-02-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-01-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-01-02-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-01-20.wav
happy,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-03-02-02-02-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-01-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-01-02-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-01-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-01-02-02-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-01-20.wav
sad,Dataset/Audio_Speech_Actors_01-24/Actor_20/03-01-04-02-01-02-20.wav
